id	cartype	type	id
21	2	3	4381
211	5	2	4408
211	5	2	4409
396	7	4	4440
396	7	4	4441
396	7	4	4442
396	7	4	4443
396	7	4	4454
277	8	3	4483
402	4	3	4491
402	4	2	4498
53	2	4	4511
53	2	4	4523
53	2	4	4525
53	2	3	4531
269	9	3	4549
214	6	8	4563
232	9	跑车	4575
232	9	跑车	4574
232	9	跑车	4577
232	9	跑车	4576
232	9	跑车	4578
233	9	跑车	4586
233	9	跑车	4585
233	9	跑车	4587
233	9	跑车	4588
647	8	MPV	4594
647	8	MPV	4595
524	4	中型车	4598
524	4	中型车	4600
524	4	中型车	4599
524	4	中型车	4601
524	4	8	4602
524	4	8	4604
528	7	8	4606
408	4	中型车	4608
408	4	中型车	4609
408	4	中型车	4611
408	4	中型车	4612
408	4	中型车	4610
408	4	中型车	4613
408	4	中型车	4614
408	4	中型车	4615
408	4	中型车	4616
408	4	中型车	4617
408	4	中型车	4618
408	4	中型车	4619
408	4	中型车	4620
408	4	中型车	4621
408	4	中型车	4622
192	5	4	4624
192	5	4	4626
192	5	4	4627
192	5	4	4628
192	5	4	4631
651	7	5	4634
651	7	5	4635
651	7	5	4636
651	7	5	4639
519	8	1	4650
519	8	MPV	4651
519	8	MPV	4653
519	8	MPV	4652
519	8	MPV	4654
518	8	MPV	4655
518	8	MPV	4657
518	8	MPV	4656
518	8	MPV	4658
544	3	紧凑型车	4667
544	3	紧凑型车	4669
544	3	紧凑型车	4668
544	3	紧凑型车	4671
544	3	紧凑型车	4670
544	3	紧凑型车	4672
544	3	紧凑型车	4673
544	3	紧凑型车	4674
544	3	紧凑型车	4675
544	3	紧凑型车	4677
544	3	紧凑型车	4676
544	3	紧凑型车	4678
8	1	微型车	4679
8	1	微型车	4680
8	1	微型车	4681
8	1	微型车	4682
8	1	微型车	4684
8	1	微型车	4683
8	1	微型车	4685
8	1	微型车	4686
8	1	微型车	4688
8	1	微型车	4687
8	1	微型车	4689
8	1	微型车	4690
8	1	微型车	4691
8	1	微型车	4693
8	1	微型车	4692
8	1	微型车	4694
8	1	微型车	4695
8	1	微型车	4696
8	1	微型车	4697
8	1	微型车	4698
8	1	微型车	4699
660	2	1	4700
660	2	5	4702
317	7	1	4707
317	7	2	4708
181	4	中型车	4715
181	4	中型车	4716
181	4	中型车	4717
181	4	中型车	4718
181	4	中型车	4719
181	4	中型车	4720
181	4	中型车	4721
181	4	中型车	4722
181	4	中型车	4724
181	4	中型车	4723
181	4	中型车	4726
181	4	中型车	4727
181	4	中型车	4728
181	4	中型车	4729
181	4	中型车	4730
181	4	中型车	4731
181	4	中型车	4732
181	4	中型车	4733
181	4	2	4738
1089	4	2	4768
1089	4	2	4767
1089	4	1	4769
1089	4	2	4771
94	3	2	4777
94	3	2	4780
94	3	2	4781
94	3	4	4782
94	3	2	4784
94	3	2	4801
94	3	2	4785
94	3	0	4790
94	3	1	4791
153	4	3	4813
153	4	3	4827
153	4	3	4810
153	4	3	4822
153	4	3	4819
153	4	3	4826
212	5	6	4858
212	5	6	4862
212	5	6	4859
212	5	6	4863
212	5	6	4860
212	5	6	4864
212	5	6	4861
212	5	6	4865
212	5	6	4866
212	5	6	4867
212	5	2	4868
212	5	6	4869
393	7	6	4870
393	7	6	4871
250	9	4	4906
135	3	5	4916
1071	3	4	4982
1071	3	2	4985
1070	11	3	5009
1070	11	1	5010
1069	11	1	5011
1069	11	3	5012
1069	11	1	5013
1069	11	3	5014
1069	11	1	5015
1069	11	1	5016
1069	11	3	5017
1069	11	3	5018
1069	11	4	5019
1069	11	1	5020
1069	11	1	5021
1068	11	1	5032
1069	11	1	5022
1068	11	1	5033
1069	11	1	5023
1068	11	1	5036
1069	11	1	5024
1068	11	1	5035
1069	11	1	5025
1068	11	1	5038
1069	11	1	5026
1068	11	1	5039
1069	11	1	5027
1069	11	1	5028
1069	11	1	5029
1069	11	1	5030
1069	11	1	5031
488	8	11	5040
488	8	1	5041
488	8	1	5042
304	8	7	5065
304	8	3	5071
594	8	1	5072
594	8	1	5073
594	8	7	5074
593	8	13	5075
1063	4	7	5127
1063	4	7	5128
427	4	7	5132
427	4	7	5135
427	4	7	5136
266	9	4	5151
266	9	4	5152
125	3	5	5193
125	3	5	5194
518	8	MPV	5207
518	8	MPV	5206
518	8	MPV	5208
518	8	MPV	5209
518	8	MPV	5210
518	8	MPV	5211
428	9	4	5221
530	6	7	5224
96	3	9	5229
96	3	5	5228
96	3	9	5230
96	3	5	5231
182	5	4	5232
182	5	4	5234
182	5	4	5235
182	5	4	5236
182	5	4	5237
182	5	4	5239
182	5	4	5238
182	5	4	5240
182	5	4	5241
182	5	0	5242
182	5	4	5243
182	5	4	5246
182	5	4	5244
182	5	4	5245
182	5	4	5248
182	5	1	5247
182	5	9	5249
182	5	4	5250
182	5	中型车	5251
182	5	中型车	5252
182	5	中型车	5253
182	5	中型车	5255
182	5	中型车	5254
182	5	中型车	5256
182	5	中型车	5257
182	5	中型车	5258
182	5	中型车	5260
182	5	中型车	5259
203	5	4	5262
203	5	4	5263
414	3	紧凑型车	5275
414	3	紧凑型车	5276
414	3	紧凑型车	5277
414	3	紧凑型车	5278
414	3	紧凑型车	5279
414	3	紧凑型车	5280
414	3	紧凑型车	5282
414	3	紧凑型车	5281
414	3	紧凑型车	5289
414	3	紧凑型车	5290
414	3	紧凑型车	5291
414	3	紧凑型车	5292
414	3	紧凑型车	5293
414	3	紧凑型车	5294
414	3	紧凑型车	5295
414	3	紧凑型车	5302
414	3	紧凑型车	5303
414	3	紧凑型车	5304
414	3	紧凑型车	5305
414	3	紧凑型车	5306
414	3	紧凑型车	5307
414	3	紧凑型车	5308
664	7	SUV	5309
664	7	SUV	5310
664	7	SUV	5311
664	7	SUV	5312
258	9	跑车	5313
258	9	3	5314
258	9	跑车	5317
258	9	跑车	5319
258	9	跑车	5318
258	9	跑车	5320
258	9	跑车	5322
438	6	9	5326
62	3	紧凑型车	5328
62	3	紧凑型车	5327
155	4	中型车	5339
155	4	中型车	5341
155	4	中型车	5343
155	4	中型车	5347
155	4	中型车	5349
155	4	中型车	5351
155	4	中型车	5353
215	6	豪华车	5362
215	6	豪华车	5363
215	6	豪华车	5364
215	6	豪华车	5365
215	6	豪华车	5366
215	6	豪华车	5367
215	6	豪华车	5368
215	6	豪华车	5369
234	9	6	5386
234	9	6	5387
323	7	9	5406
324	7	6	5414
669	5	中大型车	5433
669	5	中大型车	5434
669	5	中大型车	5436
669	5	中大型车	5435
669	5	7	5438
683	7	9	5443
19	3	2	5499
19	3	2	5500
19	3	2	5501
19	3	2	5503
19	3	2	5502
19	3	2	5506
19	3	2	5504
19	3	2	5505
19	3	2	5507
186	4	2	5508
305	8	4	5539
305	8	4	5543
472	7	4	5550
472	7	4	5551
472	7	4	5552
472	7	4	5553
121	3	8	5556
121	3	4	5557
121	3	4	5558
121	3	4	5561
121	3	4	5562
121	3	8	5563
121	3	4	5565
689	2	9	5594
144	4	2	5643
144	4	3	5649
144	4	3	5650
702	4	2	5692
1097	2	4	5682
5	1	2	5703
5	1	4	5705
5	1	4	5706
1097	2	4	5688
153	4	3	5737
153	4	3	5738
153	4	1	5739
188	4	3	5794
188	4	3	5796
393	7	3	5797
388	7	3	5799
125	3	7	5817
125	3	5	5816
968	13	5	5822
968	13	1	5823
223	5	3	5841
223	5	7	5842
223	5	6	5843
223	5	6	5844
370	7	8	5910
370	7	8	5912
102	3	7	5954
102	3	7	5955
150	4	3	5968
150	4	3	5970
284	7	4	5976
284	7	4	5977
150	4	3	5972
284	7	4	5978
284	7	8	5979
150	4	3	5975
284	7	8	5980
284	7	8	5981
284	7	8	5982
284	7	8	5983
411	3	8	5985
411	3	8	5986
411	3	8	5987
411	3	7	5989
411	3	13	5992
411	3	13	5991
411	3	8	5999
380	7	1	6165
163	4	3	6199
115	3	1	6340
172	4	3	6349
172	4	3	6351
172	4	3	6352
172	4	3	6359
172	4	3	6360
172	4	3	6361
172	4	3	6362
172	4	3	6385
432	3	4	6366
172	4	3	6387
1037	4	3	6397
406	4	7	6430
406	4	7	6432
406	4	7	6433
406	4	1	6436
406	4	1	6435
581	2	4	6448
581	2	4	6449
581	2	4	6450
1036	3	7	6454
1036	3	4	6455
1036	3	1	6456
1036	3	1	6457
110	3	2	6487
110	3	2	6488
110	3	2	6495
110	3	2	6490
110	3	2	6496
110	3	2	6491
184	4	3	6567
392	7	4	6589
392	7	3	6611
1017	7	3	6627
261	9	3	6629
462	8	9	6632
70	3	2	6692
70	3	2	6693
119	3	2	6701
383	7	3	6719
383	7	3	6729
306	8	4	6824
306	8	4	6825
306	8	4	6826
326	7	8	6834
483	5	4	6876
483	5	4	6881
483	5	4	6877
483	5	4	6878
483	5	4	6879
483	5	4	6883
483	5	4	6880
483	5	4	6882
483	5	4	6884
9	1	4	6903
11	1	2	6921
11	1	2	6923
39	2	1	6927
39	2	1	6928
39	2	1	6929
39	2	1	6930
111	3	7	6944
10	1	2	6956
1164	3	2	6974
1164	3	1	6976
556	3	7	7056
556	3	2	7057
556	3	2	7058
556	3	2	7059
1002	3	1	7069
1002	3	1	7073
1002	3	7	7074
205	6	5	7099
107	3	2	7166
107	3	7	7165
107	3	4	7168
222	6	8	7239
222	6	4	7240
222	6	4	7241
33	2	9	7266
34	2	5	7271
446	7	2	7284
446	7	2	7285
217	6	2	7365
217	6	3	7368
105	3	6	7373
280	8	4	7391
348	7	8	7408
958	3	7	7417
958	3	7	7418
348	7	3	7409
30	2	4	7439
588	3	2	7558
4	1	2	7598
329	7	2	7647
345	7	11	7671
161	4	5	7686
161	4	5	7687
161	4	5	7688
161	4	5	7689
161	4	5	7690
161	4	5	7691
161	4	7	7693
161	4	5	7692
202	5	4	7719
219	6	4	7724
219	6	5	7728
365	7	6	7742
578	4	7	7750
585	7	4	7752
580	8	7	7787
966	9	3	7793
966	9	3	7795
966	9	3	7796
361	7	3	7819
356	7	8	7889
356	7	8	7890
357	7	8	7911
357	7	3	7913
357	7	8	7925
357	7	3	7926
357	7	3	7927
28	2	7	7935
28	2	7	7936
357	7	3	7918
28	2	8	7937
28	2	3	7943
28	2	7	7938
98	3	2	7959
98	3	2	7960
99	3	2	7969
939	12	9	7998
937	9	4	8033
279	8	3	8053
549	4	8	8097
207	5	4	8120
703	3	8	8141
704	4	1	8153
704	4	3	8156
536	7	2	8165
1149	3	2	8321
134	3	2	8344
134	3	2	8346
134	3	2	8351
134	3	2	8347
134	3	2	8348
422	3	7	8442
422	3	7	8443
422	3	7	8445
422	3	7	8447
422	3	7	8450
906	7	4	8495
419	3	7	8647
1201	9	5	8663
1201	9	2	8664
1201	9	2	8665
522	8	3	8734
522	8	1	8737
522	8	13	8735
522	8	13	8736
522	8	13	8738
522	8	10	8740
522	8	1	8739
522	8	13	8741
640	6	豪华车	8802
640	6	豪华车	8803
899	11	1	8804
899	11	1	8807
876	8	13	8915
876	8	6	8916
876	8	1	8917
335	7	1	8919
1138	10	1	8923
1139	10	13	8925
1139	10	1	8924
430	2	7	8960
430	2	7	8961
430	2	7	8963
385	7	2	8966
430	2	7	8971
466	3	7	9004
466	3	7	9005
466	3	4	9006
466	3	4	9008
480	7	2	9148
480	7	8	9151
480	7	2	9155
480	7	3	9157
480	7	1	9161
480	7	3	9167
480	7	0	9172
460	7	8	9179
882	11	1	9207
882	11	1	9204
338	7	2	9215
339	7	2	9216
41	2	7	9280
41	2	7	9283
41	2	10	9285
743	7	2	9289
743	7	1	9290
743	7	2	9291
743	7	1	9292
743	7	1	9294
743	7	1	9295
743	7	8	9297
743	7	8	9298
742	10	3	9346
742	10	3	9347
746	2	7	9381
746	2	7	9382
746	2	7	9383
747	10	1	9550
747	10	1	9553
865	8	7	9566
561	7	8	9569
561	7	1	9570
751	10	11	9571
751	10	11	9572
751	10	11	9573
751	10	11	9574
64	3	11	9586
64	3	1	9587
751	10	11	9575
751	10	11	9577
751	10	11	9578
751	10	11	9576
751	10	11	9579
758	8	13	9596
758	8	13	9598
758	8	13	9597
758	8	13	9599
758	8	13	9600
294	8	2	9635
294	8	2	9644
294	8	2	9636
294	8	2	9645
294	8	2	9637
294	8	2	9638
294	8	2	9646
294	8	2	9647
587	8	1	9680
294	8	2	9648
294	8	2	9649
294	8	2	9651
852	7	8	9687
294	8	2	9650
852	7	1	9688
294	8	2	9652
861	8	13	9689
861	8	13	9690
861	8	13	9691
861	8	13	9692
861	8	13	9693
861	8	13	9694
861	8	13	9696
861	8	13	9697
861	8	13	9698
861	8	13	9699
861	8	13	9700
861	8	13	9701
861	8	13	9704
861	8	13	9702
861	8	13	9703
861	8	13	9705
861	8	13	9706
164	4	3	9807
861	8	7	9708
861	8	13	9713
861	8	13	9712
164	4	3	9836
861	8	13	9714
861	8	13	9716
861	8	13	9717
861	8	13	9718
861	8	13	9719
861	8	13	9720
315	7	8	9867
851	8	1	9899
851	8	13	9900
851	8	13	9901
851	8	1	9902
851	8	13	9903
851	8	13	9904
851	8	13	9905
93	3	2	9956
46	2	3	9953
108	3	2	9990
174	4	3	9993
93	3	2	9987
195	5	4	10006
195	5	3	10008
195	5	3	10014
195	5	4	10015
195	5	4	10009
195	5	4	10010
195	5	4	10019
195	5	2	10011
195	5	2	10021
195	5	3	10022
195	5	4	10029
545	3	7	10083
545	3	7	10089
826	8	13	10090
826	8	13	10092
826	8	13	10091
826	8	13	10093
826	8	13	10094
826	8	13	10095
826	8	13	10096
826	8	13	10098
826	8	13	10097
826	8	13	10099
159	4	2	10150
501	8	1	10232
501	8	1	10234
504	9	1	10235
103	3	4	10266
103	3	4	10267
243	9	3	10276
103	3	4	10280
103	3	4	10281
103	3	4	10282
783	4	2	10296
783	4	2	10297
783	4	2	10298
762	11	0	10309
171	4	2	10302
171	4	2	10303
762	11	0	10310
171	4	2	10305
762	11	0	10311
763	10	1	10314
762	11	0	10312
763	10	1	10315
763	10	1	10316
762	11	0	10313
763	10	1	10317
763	10	1	10318
764	11	1	10320
764	11	1	10321
763	10	1	10319
765	10	12	10322
765	10	12	10324
765	10	12	10323
766	10	1	10330
766	10	1	10331
767	11	1	10338
765	10	12	10325
767	11	1	10339
767	11	1	10340
766	10	1	10332
765	10	12	10326
767	11	1	10341
766	10	1	10333
765	10	12	10327
767	11	1	10342
766	10	1	10334
765	10	12	10328
767	11	1	10344
765	10	12	10329
767	11	1	10343
71	3	1	10352
302	8	7	10401
423	7	2	10423
423	7	2	10422
103	3	4	10448
423	7	2	10447
103	3	2	10451
103	3	2	10452
178	3	4	10459
103	3	2	10453
178	3	4	10460
183	4	2	10472
183	4	2	10479
216	6	3	10683
241	4	9	10700
241	4	9	10702
772	8	13	10785
772	8	13	10786
772	8	13	10787
772	8	13	10788
772	8	13	10789
755	7	13	10805
333	7	1	10821
368	1	2	10862
1340	11	0	10870
1340	11	0	10872
1340	11	0	10871
1340	11	0	10873
736	11	3	10876
1340	11	0	10874
736	11	1	10878
736	11	3	10880
736	11	1	10879
1340	11	0	10875
736	11	1	10881
738	8	3	10892
736	11	1	10882
738	8	11	10893
738	8	11	10895
736	11	1	10883
738	8	1	10896
736	11	1	10884
736	11	1	10885
1210	3	4	10898
1210	3	4	10900
1210	3	4	10899
1210	3	4	10901
38	2	3	10906
38	2	3	10907
38	2	3	10908
1118	10	2	4261
1118	10	1	4262
1119	10	12	4260
1120	10	12	4258
1120	10	2	4259
153	4	3	10964
126	3	2	10961
153	4	3	10970
153	4	3	10967
212	5	3	10983
212	5	6	10985
212	5	6	10984
212	5	6	10986
393	7	6	10988
1067	11	7	10990
1067	11	6	10991
125	3	9	11016
223	5	3	11017
223	5	6	11018
223	5	6	11019
291	7	8	11021
291	7	8	11022
291	7	8	11026
223	5	7	11020
291	7	8	11027
291	7	8	11023
291	7	8	11024
291	7	8	11025
370	7	8	11064
370	7	8	11060
284	7	8	11082
284	7	8	11083
284	7	8	11084
284	7	8	11085
380	7	9	11129
163	4	3	11153
380	7	3	11142
110	3	2	11188
184	4	3	11202
184	4	3	11211
261	9	3	11217
462	8	3	11218
1031	7	8	11219
373	7	4	11225
119	3	7	11235
1165	2	7	11258
303	8	2	11265
382	7	8	11271
1165	2	3	11261
382	7	3	11272
1165	2	3	11262
1165	2	3	11263
205	6	7	11360
205	6	7	11361
369	7	5	11364
301	8	3	11368
313	7	8	11376
173	4	6	11406
222	6	4	11410
234	9	跑车	11432
234	9	跑车	11434
234	9	跑车	11433
32	2	4	11439
165	4	2	11447
165	4	3	11450
160	4	5	11492
160	4	2	11493
193	5	0	11498
193	5	0	11497
182	5	4	13945
193	5	0	11499
182	5	4	13946
193	5	0	11501
182	5	4	13948
193	5	4	11502
280	8	5	11503
280	8	5	11504
30	2	1	11510
31	2	1	11584
31	2	1	11588
31	2	1	11587
290	11	1	11596
345	7	2	7672
162	4	7	11604
202	5	7	11615
202	5	3	11618
364	7	4	11629
365	7	4	11636
365	7	4	11637
360	7	3	11645
361	7	3	11646
362	7	3	11647
356	7	8	11679
347	7	12	11750
347	7	12	11752
134	3	2	11793
134	3	2	11794
134	3	2	8338
766	10	1	10335
766	10	1	10336
766	10	1	10337
134	3	2	8341
134	3	2	8342
899	11	1	11826
197	5	7	11827
69	3	8	11858
814	8	13	11874
814	8	13	11875
814	8	13	11876
814	8	13	11877
338	7	11	11888
339	7	1	11891
294	8	2	9640
294	8	2	9639
294	8	2	9642
294	8	2	9641
294	8	2	9643
41	2	7	11958
116	3	1	11960
41	2	1	11959
738	8	11	12055
78	3	1	12050
738	8	11	12056
738	8	11	12054
738	8	1	12057
738	8	11	12058
738	8	11	12059
176	4	1	13236
1135	10	1	12433
1135	10	1	12438
1135	10	1	12435
1135	10	1	12440
1135	10	1	12436
1135	10	1	12437
1135	10	1	12439
627	4	3	12636
627	4	3	12637
1159	3	4	12657
859	2	3	12844
1005	2	4	12946
1005	2	4	12944
1005	2	4	12945
1228	9	3	12965
1033	5	6	12966
1218	2	1	13128
1218	2	1	13129
1218	2	1	13130
1301	1	9	14278
851	8	13	9906
851	8	13	9907
851	8	13	9908
851	8	13	9909
851	8	13	9910
851	8	13	9911
851	8	13	9912
851	8	13	9913
851	8	13	9914
851	8	13	9915
851	8	13	9916
851	8	13	9917
155	4	中型车	13165
155	4	中型车	13166
155	4	中型车	13167
155	4	中型车	13169
155	4	中型车	13170
414	3	紧凑型车	13183
414	3	紧凑型车	13182
414	3	紧凑型车	13184
414	3	紧凑型车	13185
414	3	紧凑型车	13186
414	3	紧凑型车	13187
414	3	紧凑型车	13188
414	3	紧凑型车	13190
414	3	紧凑型车	13189
414	3	紧凑型车	13191
414	3	紧凑型车	13193
414	3	紧凑型车	13192
198	9	5	13194
198	9	5	13195
198	9	中大型车	13196
198	9	中大型车	13197
198	9	中大型车	13198
198	9	中大型车	13199
746	2	7	13231
69	3	7	13273
1240	2	3	13272
370	7	0	13308
432	3	4	13323
432	3	4	13324
265	9	跑车	3954
265	9	跑车	3955
265	9	跑车	3959
265	9	跑车	3960
652	8	13	4640
652	8	13	4643
652	8	13	4641
652	8	13	4645
652	8	13	4642
652	8	13	4644
652	8	13	4646
652	8	13	4647
1129	11	1	3910
1129	11	1	3908
1134	10	1	13367
1134	10	1	13368
1123	11	7	4238
414	3	紧凑型车	15261
414	3	紧凑型车	15263
414	3	紧凑型车	15262
181	4	中型车	15260
414	3	紧凑型车	15264
414	3	紧凑型车	15266
155	4	中型车	14777
1252	11	1	13442
1252	11	1	13444
1000	3	1	13691
332	7	9	13696
259	9	1	13699
364	7	1	13700
352	7	0	13716
552	13	0	13717
327	7	1	13733
820	8	1	13772
1172	3	7	13791
324	7	6	13839
8	1	3	13844
215	6	2	13847
142	4	0	13882
142	4	7	13922
142	4	7	13897
142	4	0	13886
182	5	4	13938
182	5	4	13939
182	5	4	13940
182	5	4	13941
182	5	4	13942
182	5	4	13943
182	5	4	13950
215	6	0	13849
215	6	1	13848
1153	2	7	13985
616	6	7	13997
191	5	7	14015
191	5	7	14016
191	5	7	14018
1266	0	3	14053
1266	0	3	14054
1266	0	3	14055
1266	0	3	14056
231	5	9	14061
231	5	9	14062
1269	0	3	14087
1269	0	3	14088
1269	0	3	14089
1269	0	3	14090
1269	0	3	14092
1269	0	3	14091
1269	0	3	14093
1271	2	3	14147
1271	2	3	14148
1271	2	3	14150
1271	2	3	14149
1276	7	4	14187
1276	7	4	14188
522	8	1	14207
522	8	5	14208
1283	1	11	14211
1283	1	11	14212
1283	1	11	14213
1285	1	11	14214
1285	1	11	14215
1285	1	11	14216
1285	1	11	14218
1285	1	11	14217
1285	1	11	14219
1285	1	11	14220
1285	1	11	14221
1285	1	11	14222
1285	1	11	14223
1285	1	11	14224
1285	1	11	14225
182	5	4	14245
1290	10	3	14255
1292	1	11	14260
1292	1	11	14261
1293	3	11	14262
1296	10	1	14267
1297	9	7	14268
1305	7	2	14288
414	3	紧凑型车	15265
1360	11	0	14710
1201	9	2	14297
1201	9	2	14296
483	5	4	14450
483	5	4	14451
483	5	4	14446
483	5	4	14447
483	5	4	14455
483	5	4	14448
483	5	4	14452
483	5	4	14454
483	5	4	14453
483	5	4	14449
212	5	6	14477
212	5	6	14472
212	5	6	14473
212	5	6	14474
212	5	6	14475
212	5	6	14479
212	5	6	14476
212	5	6	14478
161	4	5	14493
1069	11	0	14494
1069	11	0	14495
1317	2	5	14627
1360	11	0	14711
1201	9	2	14290
1201	9	2	14291
155	4	中型车	14781
1349	10	0	14803
1349	10	0	14802
1349	10	0	14804
1349	10	0	14805
1349	10	0	14806
1350	10	0	14808
1350	10	0	14807
1348	11	0	14809
1348	11	0	14810
1348	11	0	14811
1348	11	0	14812
1385	10	0	14828
1385	10	0	14829
1386	10	0	14830
1386	10	0	14831
1445	0	10	14836
1445	0	10	14835
1445	0	10	14834
1445	0	10	14837
1371	10	0	14863
1371	10	0	14862
1372	10	0	14864
1416	10	0	14886
1416	10	0	14887
1426	11	0	14902
1338	11	0	14940
1338	11	0	14941
1338	11	0	14942
1338	11	0	14943
1339	11	0	14944
1339	11	0	14945
1339	11	0	14949
1339	11	0	14951
1339	11	0	14946
1339	11	0	14947
1339	11	0	14948
1339	11	0	14950
1341	11	0	14956
1341	11	0	14957
1341	11	0	14952
1341	11	0	14953
1341	11	0	14954
1341	11	0	14955
1341	11	0	14958
1344	11	0	14984
1344	11	0	14979
1344	11	0	14980
1344	11	0	14981
1344	11	0	14982
1344	11	0	14983
1344	11	0	14985
1346	11	0	14989
1347	11	0	14990
1347	11	0	14994
1347	11	0	14991
1347	11	0	14992
1347	11	0	14993
1356	8	0	15015
1356	8	0	15017
1356	8	0	15019
1356	8	0	15021
1356	8	0	15023
1356	8	0	15025
1356	8	0	15029
1356	8	0	15034
1356	8	0	15035
1356	8	0	15024
1356	8	0	15036
1356	8	0	15039
1356	8	0	15031
1356	8	0	15018
1356	8	0	15038
1356	8	0	15022
1356	8	0	15037
1356	8	0	15020
1356	8	0	15016
1356	8	0	15026
1356	8	0	15012
1356	8	0	15013
1356	8	0	15028
1356	8	0	15030
1356	8	0	15014
1356	8	0	15027
1356	8	0	15033
1356	8	0	15032
1370	11	0	15054
1370	11	0	15055
1370	11	0	15056
1376	8	0	15057
1376	8	0	15058
1384	11	0	15086
1383	11	0	15081
1383	11	0	15082
1383	11	0	15083
1384	11	0	15089
1384	11	0	15084
1384	11	0	15085
1384	11	0	15087
1384	11	0	15088
1425	11	0	15168
1396	11	0	15091
1396	11	0	15092
1396	11	0	15096
1396	11	0	15098
1396	11	0	15093
1396	11	0	15094
1396	11	0	15095
1396	11	0	15097
1396	11	0	15099
1396	11	0	15100
1239	11	0	15129
1239	11	0	15131
1239	11	0	15126
1239	11	0	15127
1239	11	0	15128
1239	11	0	15130
1239	11	0	15132
1239	11	0	15133
1239	11	0	15134
1425	11	0	15166
1425	11	0	15167
968	13	0	15228
968	13	0	15225
968	13	0	15226
968	13	0	15227
155	4	中型车	14778
155	4	中型车	14779
155	4	中型车	14780
234	9	跑车	15267
189	3	4	15295
198	9	5	14767
